FN, 46, 191
XN, 46, 148
BR, 94, 189
AP, 93, 184
IQ, 96, 166
DE, 46, 171
YJ, 91, 166
HI, 75, 140
MF, 45, 166
SJ, 92, 167
VO, 88, 193
UY, 95, 168
WH, 76, 182
IC, 66, 151
TT, 70, 176
EO, 42, 160
WD, 82, 168
OI, 72, 168
DB, 90, 199
EA, 45, 162
CV, 89, 175
XO, 48, 197
VG, 81, 163
SL, 86, 171
CH, 72, 188
VJ, 40, 142
MK, 81, 197
FG, 97, 191
JC, 47, 146
HS, 88, 186
JD, 50, 195
HG, 83, 169
IX, 70, 142
ND, 69, 158
JX, 44, 169
QE, 58, 145
XK, 67, 141
PV, 40, 153
JW, 80, 161
JR, 79, 188
WI, 87, 175
GG, 44, 140
KP, 98, 158
XX, 70, 144
YT, 42, 156
IX, 98, 149
OD, 51, 191
GJ, 59, 194
ER, 98, 156
AN, 98, 165
BY, 50, 199
XR, 42, 189
BG, 89, 179
ZS, 65, 195
CC, 67, 144
BS, 62, 198
WT, 81, 187
MZ, 45, 174
RR, 88, 157
GK, 90, 159
OX, 62, 162
BC, 91, 189
CG, 64, 155
PB, 47, 148
WC, 65, 180
GW, 59, 189
NZ, 63, 190
EO, 81, 156
YH, 74, 143
CS, 41, 183
MM, 83, 145
ID, 72, 158
ZG, 95, 169
ZQ, 94, 171
DS, 90, 179
ML, 77, 155
FK, 87, 169
CU, 53, 191
ZV, 63, 151
CW, 82, 144
BZ, 58, 157
IS, 41, 146
TF, 49, 192
NF, 92, 194
LC, 98, 198
RR, 48, 151
UA, 57, 158
JX, 88, 148
MQ, 78, 156
EG, 84, 197
BP, 81, 180
TY, 73, 184
LX, 61, 188
SC, 72, 199
BO, 40, 149
AL, 75, 154
LU, 76, 195
SL, 73, 192
SD, 74, 198
ET, 57, 165
KN, 41, 171
RD, 55, 151
CT, 56, 170
KX, 90, 183
JP, 57, 180
UI, 62, 146
YE, 90, 162
KY, 54, 198
PH, 95, 141
OM, 56, 165
HH, 59, 165
XK, 54, 161
EX, 78, 154
PV, 80, 184
YY, 82, 165
KN, 65, 165
LY, 76, 169
SH, 97, 163
HE, 78, 141
OL, 52, 188
TJ, 42, 191
BG, 73, 165
MD, 69, 199
CN, 77, 175
AU, 74, 156
YE, 48, 179
AP, 95, 164
ML, 83, 162
QW, 56, 170
FS, 81, 180
GS, 48, 178
WG, 47, 159
QN, 49, 160
GK, 83, 196
CN, 63, 185
SE, 40, 185
GM, 69, 142
ND, 75, 198
EP, 98, 192
WH, 88, 147
NW, 68, 196
KM, 46, 181
MA, 88, 160
IM, 84, 184
HR, 70, 185
LI, 68, 177
JE, 72, 168
VZ, 64, 142
VI, 99, 159
TL, 91, 175
CT, 40, 169
NB, 74, 143
ZT, 83, 196
BT, 80, 191
AN, 81, 197
VP, 65, 159
JY, 48, 185
AJ, 99, 171
OS, 84, 184
MW, 67, 167
KQ, 54, 198
OZ, 84, 144
EU, 94, 158
QO, 72, 181
QW, 62, 192
OE, 41, 178
WJ, 95, 171
DY, 56, 167
CU, 78, 162
ZI, 71, 140
QD, 99, 148
FZ, 87, 163
QP, 94, 158
XM, 79, 162
QU, 90, 167
XF, 71, 182
JB, 68, 158
JR, 79, 165
XS, 65, 171
DP, 67, 145
EL, 41, 149
DG, 44, 172
BA, 70, 144
RN, 97, 183
OM, 91, 169
OW, 66, 167
OP, 84, 169
MT, 71, 159
VF, 95, 155
BP, 73, 173
QG, 73, 151
VR, 57, 152
WK, 90, 142
TH, 52, 183
LD, 40, 189
GP, 68, 179
HS, 47, 153
DL, 80, 191
MJ, 66, 141
ES, 44, 152
IR, 42, 153
TE, 90, 176
AB, 45, 151
NU, 48, 147
RO, 99, 147
WD, 40, 164
XS, 79, 170
IP, 49, 172
YD, 60, 164
KL, 84, 192
ZW, 75, 164
YF, 73, 161
YX, 58, 155
HQ, 81, 162
ZC, 43, 150
ZV, 61, 171
BL, 78, 162
HB, 49, 152
ML, 59, 161
PV, 85, 194
UM, 81, 188
BT, 73, 161
BY, 87, 174
SQ, 42, 161
JC, 79, 140
RV, 68, 194
MR, 91, 172
YX, 76, 145
LU, 43, 195
EE, 75, 140
ZY, 92, 191
RH, 99, 169
SD, 61, 163
VG, 94, 189
FH, 87, 171
NY, 53, 199
SM, 90, 147
QX, 46, 179
YT, 70, 174
DA, 60, 152
BA, 90, 156
SN, 83, 164
BW, 40, 184
NA, 98, 172
XD, 52, 155
AP, 56, 177
EH, 44, 168
AT, 77, 189
TH, 91, 165
RJ, 64, 167
PV, 92, 149
WO, 85, 166
WG, 42, 154
GX, 80, 159
ED, 48, 168
FU, 55, 170
LW, 45, 158
OG, 89, 141
KP, 70, 185
YT, 60, 188
PX, 57, 188
ZD, 76, 165
EP, 92, 142
LL, 54, 199
AM, 85, 140
DX, 41, 160
EY, 97, 184
LZ, 70, 170
JP, 43, 187
SE, 75, 199
LK, 50, 141
FA, 93, 163
NH, 97, 141
PD, 45, 170
XC, 69, 145
LD, 98, 140
PG, 65, 187
RK, 99, 150
QZ, 73, 195
ET, 67, 154
EL, 45, 183
NA, 98, 147
TM, 51, 181
CD, 88, 151
YA, 93, 149
NR, 57, 145
GD, 68, 158
QQ, 40, 148
IO, 45, 195
ZO, 92, 188
UT, 60, 161
TO, 59, 145
VV, 40, 193
AS, 90, 142
KK, 70, 142
ZB, 46, 145
CD, 99, 160
VW, 54, 156
SB, 52, 140
XD, 95, 164
AW, 73, 153
XD, 64, 192
BZ, 64, 174
RI, 65, 145
DH, 73, 159
AF, 41, 162
HI, 60, 165
AB, 44, 145
JC, 55, 145
ET, 45, 166
HS, 50, 199
PW, 94, 160
OV, 81, 171
ZJ, 46, 153
UV, 68, 186
XO, 98, 168
WO, 78, 176
RZ, 43, 163
TT, 94, 164
PD, 81, 193
HP, 50, 149
QZ, 97, 155
KG, 76, 148
JN, 71, 140
TT, 61, 167
WV, 94, 171
QV, 59, 149
PF, 53, 158
RE, 84, 155
KJ, 98, 170
ZW, 49, 173
ZP, 96, 161
DW, 41, 165
RJ, 52, 162
NK, 52, 171
RM, 78, 148
CD, 47, 143
UL, 65, 143
IT, 56, 195
XE, 75, 158
BU, 90, 162
GC, 41, 140
QA, 92, 149
KH, 62, 191
HB, 60, 165
IU, 48, 183
VM, 43, 162
PJ, 67, 198
NT, 89, 145
DX, 43, 170
IT, 94, 149
JH, 75, 156
OT, 54, 158
XL, 90, 198
CU, 64, 146
VD, 53, 144
JW, 78, 156
PR, 45, 191
YS, 41, 161
TR, 98, 163
FN, 41, 144
FF, 71, 172
IM, 43, 193
PL, 95, 189
TA, 79, 169
XG, 94, 155
TA, 44, 156
SD, 95, 152
OF, 73, 197
VQ, 90, 197
HN, 55, 193
PE, 99, 178
HC, 44, 180
DD, 90, 180
UW, 53, 194
JQ, 87, 195
JA, 50, 145
RC, 96, 198
ZL, 64, 186
VJ, 60, 189
QJ, 68, 166
QQ, 59, 161
XH, 76, 153
DI, 40, 174
YY, 84, 168
VB, 55, 148
JO, 98, 181
BX, 52, 167
IL, 95, 195
WJ, 84, 161
GT, 89, 181
NV, 77, 145
TY, 77, 187
CC, 90, 142
UV, 45, 184
YB, 84, 181
TB, 96, 148
KR, 69, 160
ZY, 41, 194
FM, 50, 187
UF, 79, 177
AU, 75, 169
IQ, 98, 168
HH, 60, 152
TX, 58, 195
ZR, 50, 199
EF, 55, 189
LH, 46, 169
YH, 82, 164
DQ, 83, 142
YH, 81, 151
KP, 43, 172
LM, 62, 161
MG, 54, 161
GX, 62, 176
MW, 91, 157
QK, 92, 172
NC, 86, 188
KG, 57, 185
CN, 66, 161
UE, 68, 146
SQ, 71, 146
IC, 69, 159
BU, 51, 187
UR, 61, 165
DU, 70, 193
NV, 42, 187
HM, 52, 164
VM, 78, 140
GT, 68, 172
ZJ, 96, 178
CW, 73, 160
ZL, 53, 183
AE, 69, 190
ZH, 91, 190
RD, 90, 165
SJ, 42, 173
EK, 83, 184
OO, 89, 157
ZM, 59, 165
TL, 87, 159
FW, 82, 169
IG, 96, 185
NC, 54, 151
JO, 73, 141
KW, 63, 150
CA, 42, 186
SW, 69, 153
YE, 69, 152
HV, 91, 140
SQ, 77, 144
TM, 87, 196
RU, 74, 155
VK, 81, 149
HP, 70, 171
FS, 52, 183
JK, 74, 162
FB, 57, 161
KU, 63, 189
MF, 45, 169
SC, 79, 189
HV, 44, 159
GX, 91, 198
QB, 57, 142
MD, 68, 189
PH, 42, 161
ZT, 96, 187
ZJ, 60, 182
EV, 88, 143
CB, 67, 154
YN, 42, 179
RF, 70, 173
LN, 60, 167
WT, 67, 168
QO, 84, 158
DB, 59, 181
GB, 49, 172
JV, 56, 143
GW, 46, 158
UW, 58, 192
US, 93, 196
LC, 66, 150
FQ, 73, 173
AH, 56, 174
II, 74, 168
UR, 99, 152
GN, 65, 144
IT, 63, 166
AU, 81, 171
RH, 52, 190
GR, 79, 199
RP, 40, 148
YP, 97, 198
PN, 62, 184
CE, 62, 187
OH, 57, 155
RO, 77, 189
ZH, 73, 156
VM, 83, 148
BU, 80, 193
BJ, 66, 194
TE, 92, 153
JK, 52, 197
WS, 99, 186
BP, 81, 146
RY, 75, 182
CH, 68, 154
MO, 59, 156
VK, 70, 168
NH, 69, 162
ZX, 91, 179
IO, 52, 150
CC, 54, 179
IP, 47, 143
AH, 87, 154
QF, 82, 194
JQ, 62, 197
LW, 79, 183
WA, 82, 165
WD, 90, 158
TL, 96, 180
IH, 70, 150
TD, 40, 170
FT, 78, 158
BJ, 62, 175
ZK, 64, 141
YK, 60, 149
FP, 67, 173
OH, 63, 147
KT, 54, 169
YR, 69, 165
RL, 78, 150
DU, 49, 171
HK, 91, 198
LE, 46, 141
TB, 67, 145
UY, 44, 166
NO, 45, 198
MR, 57, 188
XO, 40, 150
MF, 60, 177
VP, 90, 181
GJ, 56, 163
JR, 53, 169
NQ, 49, 146
SZ, 70, 196
TG, 63, 168
VT, 56, 185
TU, 71, 175
LS, 70, 191
MF, 84, 173
HT, 85, 180
JC, 80, 187
YW, 65, 196
FM, 44, 143
TG, 81, 178
WJ, 87, 198
IW, 91, 176
UA, 78, 192
UN, 82, 164
HP, 69, 161
QE, 40, 184
TP, 64, 180
GG, 92, 167
KA, 42, 178
LN, 96, 176
XQ, 72, 145
XV, 69, 171
YX, 79, 165
PZ, 79, 162
EI, 85, 164
WS, 79, 194
NV, 43, 145
TK, 86, 162
AM, 63, 196
CG, 93, 186
YW, 60, 143
KI, 92, 194
JO, 50, 195
NY, 97, 169
SA, 58, 153
NE, 89, 176
WI, 65, 164
RC, 92, 154
RQ, 66, 198
UV, 43, 176
MD, 51, 187
CX, 54, 186
AL, 71, 171
FW, 40, 173
XA, 86, 183
MV, 99, 190
VG, 83, 184
VG, 49, 197
AK, 92, 190
CW, 66, 170
ES, 98, 184
SI, 51, 196
PI, 65, 196
XF, 55, 163
KK, 73, 156
JA, 58, 187
JJ, 69, 166
OR, 83, 197
TY, 96, 174
OO, 76, 153
NB, 65, 162
DF, 93, 147
EQ, 47, 168
TC, 77, 162
LR, 61, 197
WQ, 74, 163
DX, 59, 149
KG, 59, 168
QV, 93, 182
AE, 72, 149
JL, 42, 145
NS, 70, 154
MD, 60, 180
HO, 43, 144
JS, 44, 144
SI, 73, 165
JT, 96, 182
SU, 70, 146
UB, 60, 180
RC, 48, 160
OC, 81, 151
OF, 63, 166
NY, 63, 174
YG, 98, 148
QM, 78, 186
KF, 84, 189
GB, 63, 147
KG, 85, 174
KP, 78, 166
II, 43, 146
XJ, 88, 148
QR, 75, 181
TG, 69, 160
DT, 78, 176
ZA, 50, 199
WF, 85, 144
CP, 42, 179
YP, 46, 177
LJ, 72, 160
XM, 45, 181
WP, 75, 193
XW, 52, 157
SS, 59, 187
JY, 41, 170
AH, 96, 151
SX, 86, 147
LD, 65, 156
WB, 86, 146
EY, 84, 198
EG, 77, 186
PA, 61, 183
XS, 44, 167
TT, 96, 173
BT, 48, 174
IY, 44, 168
WY, 67, 162
PZ, 98, 170
JE, 58, 170
QD, 80, 180
BD, 48, 171
GV, 54, 180
AI, 81, 185
JG, 64, 195
BW, 49, 171
GT, 98, 174
RJ, 74, 170
HP, 90, 187
TS, 76, 171
MO, 57, 155
DD, 81, 160
QW, 88, 164
PJ, 54, 172
CV, 63, 176
SI, 73, 195
JN, 72, 149
LE, 80, 192
XR, 64, 147
YZ, 40, 156
DT, 94, 176
EI, 51, 198
UM, 67, 150
LY, 66, 162
JC, 87, 160
CV, 57, 146
ZX, 91, 177
UW, 87, 186
LN, 64, 167
GQ, 74, 166
QV, 52, 154
PR, 40, 148
YC, 82, 171
UK, 62, 165
HZ, 96, 176
TY, 66, 193
DU, 93, 167
BE, 69, 192
UC, 58, 170
FK, 68, 186
KE, 74, 146
RS, 67, 153
YA, 40, 199
VN, 90, 157
FU, 81, 154
IP, 68, 186
HI, 58, 150
EW, 41, 157
HD, 76, 187
PV, 45, 184
IJ, 51, 181
UL, 41, 163
BP, 56, 143
EL, 72, 163
TJ, 86, 165
QT, 55, 175
NN, 92, 171
GO, 47, 156
TK, 86, 187
XE, 68, 151
JA, 59, 179
BY, 61, 154
LZ, 74, 193
LA, 84, 188
RR, 77, 141
LM, 56, 155
CA, 71, 199
VD, 87, 150
IQ, 80, 156
GD, 60, 181
BT, 92, 197
ZV, 49, 147
ZL, 80, 177
GM, 85, 169
DW, 48, 194
QS, 45, 183
QF, 73, 170
GO, 90, 159
UY, 71, 172
IU, 97, 173
GJ, 85, 147
AY, 92, 161
KV, 70, 174
NI, 42, 146
RZ, 85, 197
QY, 97, 140
BT, 94, 144
IZ, 98, 156
TQ, 42, 174
LG, 55, 195
AV, 43, 167
LG, 51, 190
ES, 80, 160
MT, 96, 190
ES, 42, 149
OR, 63, 172
SF, 97, 152
DF, 69, 184
IW, 51, 158
UH, 61, 199
QC, 99, 184
NN, 70, 174
RO, 98, 182
JX, 83, 194
CK, 91, 161
TW, 51, 163
ZU, 68, 197
SV, 76, 159
QY, 44, 187
PE, 75, 187
WP, 63, 197
